,type,sex,buy
1408,ham,0,0
1409,ham,0,0
1410,ham,0,0
1411,ham,0,0
1412,ham,0,0
1413,ham,0,0
1414,spam,0,0
1415,ham,0,0
1416,ham,0,0
1417,ham,0,0
1418,ham,0,0
1419,ham,0,0
1420,ham,0,0
1421,ham,0,0
1422,ham,0,0
1423,spam,0,0
1424,ham,0,0
1425,ham,0,0
1426,ham,0,0
1427,ham,0,0
1428,ham,0,0
1429,ham,0,0
1430,spam,0,0
1431,ham,0,0
1432,ham,0,0
1433,ham,0,0
1434,ham,0,0
1435,ham,0,0
1436,ham,0,0
1437,ham,0,0
1438,ham,0,0
1439,ham,0,0
1440,ham,0,0
1441,ham,0,0
1442,ham,0,0
1443,ham,0,0
1444,spam,0,0
1445,ham,0,0
1446,ham,0,0
1447,ham,0,0
1448,ham,0,0
1449,spam,0,0
1450,ham,0,0
1451,ham,0,0
1452,ham,0,0
1453,ham,0,0
1454,ham,0,0
1455,ham,0,0
1456,spam,1,0
1457,ham,0,0
1458,spam,0,0
1459,ham,0,0
1460,spam,0,0
1461,ham,0,0
1462,ham,0,0
1463,spam,0,0
1464,ham,0,0
1465,ham,0,0
1466,spam,0,0
1467,ham,0,0
1468,ham,0,0
1469,spam,0,0
1470,ham,0,0
1471,ham,0,0
1472,ham,0,0
1473,ham,0,0
1474,ham,0,0
1475,ham,0,0
1476,ham,0,0
1477,ham,0,0
1478,ham,0,0
1479,ham,0,0
1480,ham,0,0
1481,ham,0,0
1482,ham,0,0
1483,ham,0,0
1484,ham,0,0
1485,ham,0,0
1486,ham,0,0
1487,ham,0,0
1488,ham,0,0
1489,ham,0,0
1490,ham,0,0
1491,ham,0,0
1492,spam,0,0
1493,ham,0,0
1494,ham,0,0
1495,ham,0,0
1496,ham,0,0
1497,ham,0,0
